year,0-2000m_polarLat,0-2000m_polarLat_se,0-6000m_polarLat,0-6000m_polarLat_se,2000-6000m_allLat,2000-6000m_allLat_se,700-6000m_allLat,700-6000m_allLat_se
1961,4.937841008,3.543564318,3.858268698,3.545964273,-13.33090892,3.851504022,-37.72905482,4.309838316
1962,0.918193576,3.817813058,0.925984488,3.819955535,-3.40363632,3.769172752,-23.15192,4.225088458
1963,6.427355031,3.566206978,5.633072299,3.568102064,-5.95636356,3.602531376,-26.15309481,4.060973533
1964,2.448516202,3.661970968,1.65905554,3.663733937,-7.65818172,3.46900309,-23.15192,3.925771422
1965,-1.285471006,3.741510769,-3.279528393,3.744057398,-7.94181808,3.356388491,-20.15074519,3.812200601
1966,0.204043017,3.962508521,-0.77165374,3.965305239,-7.37454536,3.245274841,-24.43813778,3.70349778
1967,1.224258101,3.542144275,-0.154330748,3.54354854,-3.970909039,3.039224159,-22.29444148,3.497241458
1968,3.305496873,3.500388072,0.154330748,3.50182556,-13.33090892,3.121128979,-37.30031556,3.578237586
1969,3.693178605,3.291138986,1.813386288,3.292206543,-13.61454528,2.999253415,-34.72788,3.456724413
1970,5.692800171,3.717780695,3.472441828,3.719797933,-11.91272712,2.730869848,-20.15074519,3.187329916
1971,10.03891643,3.71170615,8.411025761,3.713230575,-14.181818,2.745634176,-29.58300889,3.203310036
1972,4.325711958,3.50981067,3.048032271,3.510674194,-14.181818,2.787057912,-32.15544444,3.244644727
1973,6.488567936,3.692363412,5.594489612,3.693629217,-13.33090892,2.954922169,-30.86922667,3.412476781
1974,5.345927042,3.778540577,5.170080055,3.780734044,-6.52363628,3.119708958,-16.29209185,3.577847507
1975,6.447759333,3.726628993,6.867718282,3.728229514,-6.52363628,3.079728457,-6.859828148,3.535757652
1976,4.325711958,3.338266354,3.433859141,3.338943198,-8.79272716,2.976047713,-16.72083111,3.433954045
1977,-5.978460394,3.142981691,-6.674804847,3.143608687,-14.181818,2.807304842,-20.57948444,3.263551511
1978,-0.183638715,3.329457002,-1.234645983,3.33038865,-5.6727272,2.670090819,-26.58183407,3.126330309
1979,2.958623745,3.490374461,4.051182133,3.491237741,-3.40363632,2.614129353,-6.002349629,3.069960669
1980,-5.101075422,3.542911033,-5.671654986,3.543327071,-13.61454528,2.690744259,-28.29679111,3.146046734
1981,-1.367088213,3.709590696,-2.585040028,3.710522369,-9.9272726,2.525808048,-31.72670519,2.979738755
1982,-3.448326985,3.596919409,-4.784253185,3.597886882,-13.33090892,2.448103592,-33.87040148,2.902900893
1983,-3.366709778,3.683628634,-5.015749307,3.68428584,-17.30181796,2.571442929,-29.15426963,3.027871763
1984,2.101643074,3.584056227,1.350394044,3.584922108,-12.47999984,2.456434058,-20.15074519,2.914607139
1985,-1.32627961,3.359800455,-2.777953462,3.359518989,-19.28727248,2.439677549,-28.72553037,2.895283245
1986,-4.550159276,3.222503483,-6.713387534,3.222476238,-20.13818156,2.204751036,-36.44283704,2.658947133
1987,3.50953989,3.373217643,1.813386288,3.373353163,-23.54181788,2.382707119,-40.73022963,2.836453914
1988,1.856791453,3.535065615,0.424409557,3.535793449,-22.97454516,2.482054128,-34.29914074,2.936212783
1989,6.570185143,3.690072353,6.13464723,3.691292733,-20.42181792,2.361577979,-33.01292296,2.815727323
1990,5.386735645,3.793660438,4.514174377,3.795374677,-22.12363608,2.446056983,-37.30031556,2.89670309
1991,6.243716316,3.661893075,6.867718282,3.663111001,-18.15272704,2.379471816,-23.15192,2.828894564
1992,14.30341548,3.308640003,12.11496371,3.307875981,-19.57090884,2.178772313,-19.72200593,2.624004679
1993,10.65104548,3.331121083,8.411025761,3.33052121,-24.95999968,2.186759598,-22.29444148,2.632235627
1994,7.284335702,3.692203255,5.324410803,3.692485182,-28.64727236,2.123427077,-38.15779407,2.564614172
1995,4.040051734,3.747418738,1.65905554,3.747286208,-23.54181788,2.215495589,-31.29796593,2.660156433
1996,-0.918193576,3.792009258,-2.353543906,3.791895175,-13.61454528,2.172125903,-21.86570222,2.613345202
1997,7.161909892,3.490061132,6.751970221,3.489863492,-11.06181804,2.178005261,-7.717306667,2.619818197
1998,12.24258101,3.676306766,12.23071177,3.675956908,-12.19636348,2.277199182,-5.144871111,2.719757269
1999,10.75306699,3.709116183,10.34016011,3.709586102,-15.88363616,2.371568854,-7.288567407,2.814756856
2000,10.79387559,4.06969287,9.761419806,4.07071454,-19.00363612,2.511464323,-19.29326667,2.957628466
2001,10.56942827,3.92031831,9.491340997,3.920672761,-16.45090888,2.47052611,-21.43696296,2.911785954
2002,17.99659409,3.017083113,16.97638227,3.014796902,-16.45090888,2.010698805,-6.859828148,2.439990647
2003,20.46551459,2.310911351,19.36850886,2.306532899,-15.03272708,1.608515202,7.288567408,2.025714687
2004,23.42413834,1.976162283,23.76693518,1.968848434,-12.7636362,1.364571328,6.431088889,1.76945497
2005,32.72849991,1.706163152,32.6023705,1.69768504,-10.77818168,1.253352534,15.00587407,1.653139624
2006,19.4044909,1.429655685,17.86378407,1.419178734,-11.06181804,1.192402769,12.86217778,1.590673562
2007,14.93594883,1.320839406,14.58425568,1.309257177,-10.77818168,1.161171895,12.86217778,1.55785073
2008,21.93462431,1.194652461,21.68347008,1.182473568,-18.4363634,1.13047942,11.14722074,1.525907155
2009,22.75079638,1.145494592,23.45827368,1.132362055,-14.181818,1.13571231,21.43696296,1.531080487
2010,21.22047375,1.171815884,24.53858892,1.160427675,-8.79272716,1.131348023,28.29679111,1.526168735
2011,22.15907163,1.200967461,24.96299848,1.189347635,-7.65818172,1.11168467,36.44283704,1.50577866
2012,25.26052549,1.051082567,28.28110956,1.038559869,-1.98545452,1.082568718,49.73375408,1.476814027
2013,19.07802208,1.135257876,21.14331246,1.121355629,-4.2545454,1.08822977,56.59358222,1.482624071
2014,23.38332973,1.088884681,24.50000623,1.07421829,-3.97090904,1.061584015,61.30971408,1.454355319
2015,21.40411247,1.162401232,21.9149662,1.148251691,-6.23999992,1.060820591,55.73610371,1.452738298
2016,28.64763957,1.062761703,29.51575554,1.048090208,-3.68727268,1.046092981,66.88332445,1.437911167
2017,20.01661995,1.078545046,23.03386413,1.063302819,1.4181818,1.045672677,70.74197778,1.437053588
2018,23.66898996,0.925728419,25.58032147,0.910024171,-1.70181816,1.06562583,70.74197778,1.458545349
2019,24.40354482,0.977790392,26.81496745,0.962388244,-1.4181818,1.077327066,74.60063111,1.470581622
2020,23.77101146,1.563693885,26.6606367,1.551871313,-0.85090908,1.140952164,82.74667704,1.534739054
2021,21.89381571,1.231057004,25.27165997,1.217936935,4.53818176,1.127420099,90.89272297,1.522003549
2022,26.81125242,1.230091779,33.02678005,1.216695543,6.23999992,1.133278366,90.46398371,1.527751043
2023,23.87303297,1.211553419,29.59292091,1.198758077,7.65818172,1.13872819,96.46633334,1.533323474
2024,30.06428108,1.040025446,36.42205651,1.02529126,7.9012986,1.101183212,100.1412413,1.494631822
