variable,Nat,Nat,Nat,Nat,Nat,Ant,Ant,Ant,Ant,Ant,Tot,Tot,Tot,Tot,Tot
percentile,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50
Year,,,,,,,,,,,,,,,
1950,0.0347496692091226,0.0609703542664646,0.1390471287071704,0.1710492953658103,0.0981308668851852,0.061366668716073,0.1191532048583029,0.2720511898398399,0.3259492576122283,0.1956280395388603,0.1915204241871833,0.2338836513459682,0.3507084634900093,0.3927761480212211,0.2922223657369613
1951,0.035322125442326,0.0619088130816817,0.1409749217331409,0.1732394233345985,0.0995949432253837,0.0620861779898404,0.1212305697798729,0.2771872708201408,0.3333577618002891,0.1992054581642151,0.196382075548172,0.23931650608778,0.3561538347601891,0.3991290464997291,0.297218769788742
1952,0.0353579627349971,0.0620734137669205,0.1416696412861347,0.1742789894342422,0.0998747684061527,0.0622763611376285,0.1231665299087761,0.2804649546742439,0.3374338269233703,0.2018932327628135,0.201663264632225,0.2430189545452594,0.3595526584982871,0.4027469873428344,0.3003299832344055
1953,0.033777081593871,0.0593757582828402,0.1371553438901901,0.1695789106190204,0.0960435420274734,0.0656048655509948,0.1266995434463024,0.284662212729454,0.3429635167121887,0.2056021392345428,0.2015897221863269,0.243800476193428,0.3594965222477913,0.4047406405210495,0.3008078634738922
1954,0.0303259442560374,0.053581158965826,0.1268704624474048,0.1585821777582168,0.087729375809431,0.0714030250906944,0.1321463015675544,0.2883439946174621,0.3468279555439948,0.2103818878531456,0.1971874095499515,0.2417129746079445,0.3563945335149765,0.4010058969259261,0.2981175780296325
1955,0.0268017640337348,0.0473049903661012,0.1154240407794714,0.1461118184030056,0.0787582322955131,0.0742172431200742,0.1359157246351242,0.2946019831299782,0.3522786661982534,0.2153700068593025,0.1914275370538234,0.2362615424394607,0.3536026686429977,0.3981618598103522,0.2945098578929901
1956,0.023787136375904,0.042333363816142,0.105835341066122,0.1353692524135112,0.0714585334062576,0.0741810228675604,0.1385099969804287,0.2966763216257095,0.3548022612929344,0.2189579904079436,0.1859317220747471,0.2313216134905815,0.3482808157801628,0.3937978401780128,0.2899778038263321
1957,0.0211348969489336,0.0382378813251853,0.0976871324330568,0.1260736338794231,0.0652944296598434,0.0757952779531478,0.1406775251030922,0.299026660323143,0.3582901388406753,0.2224653512239455,0.1800963006913662,0.2274991984665394,0.3460148680210113,0.3900879502296447,0.2870717495679855
